"","site","location","order","family","length","ecomorphology","area_pool","method","human_influence"
"63","Chriesbach","Control","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"64","Chriesbach","Control","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"65","Chriesbach","Control","Coleoptera","Cantharidae",4,3,2202,"intercept_trap",131760.231971219
"66","Chriesbach","Control","Coleoptera","Coccinellidae",6,3,2202,"intercept_trap",131760.231971219
"67","Chriesbach","Control","Coleoptera","Elmidae",2,3,2202,"intercept_trap",131760.231971219
"68","Chriesbach","Control","Coleoptera","Latridiidae",2,3,2202,"intercept_trap",131760.231971219
"69","Chriesbach","Control","Coleoptera","Staphylinidae",2,3,2202,"intercept_trap",131760.231971219
"70","Chriesbach","Control","Coleoptera","Staphylinidae",2,3,2202,"intercept_trap",131760.231971219
"71","Chriesbach","Control","Coleoptera","Staphylinidae",2,3,2202,"intercept_trap",131760.231971219
"72","Chriesbach","Control","Coleoptera","Staphylinidae",2,3,2202,"intercept_trap",131760.231971219
"73","Chriesbach","Control","Coleoptera","Staphylinidae",2,3,2202,"intercept_trap",131760.231971219
"74","Chriesbach","Control","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"75","Chriesbach","Control","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"76","Chriesbach","Control","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"77","Chriesbach","Control","Coleoptera","Staphylinidae",4,3,2202,"intercept_trap",131760.231971219
"78","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"79","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"80","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"81","Chriesbach","Control","Diptera",NA,3,3,2202,"intercept_trap",131760.231971219
"82","Chriesbach","Control","Diptera",NA,4,3,2202,"intercept_trap",131760.231971219
"83","Chriesbach","Control","Diptera",NA,6,3,2202,"intercept_trap",131760.231971219
"84","Chriesbach","Control","Diptera",NA,7,3,2202,"intercept_trap",131760.231971219
"85","Chriesbach","Control","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"86","Chriesbach","Control","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"87","Chriesbach","Control","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"88","Chriesbach","Control","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"89","Chriesbach","Control","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"90","Chriesbach","Control","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"91","Chriesbach","Control","Diptera",NA,9,3,2202,"intercept_trap",131760.231971219
"92","Chriesbach","Control","Diptera",NA,9,3,2202,"intercept_trap",131760.231971219
"93","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"94","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"95","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"96","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"97","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"98","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"99","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"100","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"101","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"102","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"103","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"104","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"105","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"106","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"107","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"108","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"109","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"110","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"111","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"112","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"113","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"114","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"115","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"116","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"117","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"118","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"119","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"120","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"121","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"122","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"123","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"124","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"125","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"126","Chriesbach","Control","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"127","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"128","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"129","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"130","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"131","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"132","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"133","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"134","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"135","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"136","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"137","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"138","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"139","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"140","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"141","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"142","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"143","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"144","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"145","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"146","Chriesbach","Control","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"147","Chriesbach","Control","Diptera",NA,3,3,2202,"intercept_trap",131760.231971219
"148","Chriesbach","Control","Diptera",NA,3,3,2202,"intercept_trap",131760.231971219
"149","Chriesbach","Control","Diptera",NA,3,3,2202,"intercept_trap",131760.231971219
"150","Chriesbach","Control","Diptera",NA,3,3,2202,"intercept_trap",131760.231971219
"151","Chriesbach","Control","Diptera",NA,3,3,2202,"intercept_trap",131760.231971219
"152","Chriesbach","Control","Diptera",NA,3,3,2202,"intercept_trap",131760.231971219
"153","Chriesbach","Control","Diptera",NA,4,3,2202,"intercept_trap",131760.231971219
"154","Chriesbach","Control","Diptera",NA,5,3,2202,"intercept_trap",131760.231971219
"155","Chriesbach","Control","Diptera",NA,7,3,2202,"intercept_trap",131760.231971219
"156","Chriesbach","Control","Hemiptera",NA,4,3,2202,"intercept_trap",131760.231971219
"157","Chriesbach","Control","Hemiptera",NA,6,3,2202,"intercept_trap",131760.231971219
"158","Chriesbach","Control","Hemiptera",NA,6,3,2202,"intercept_trap",131760.231971219
"159","Chriesbach","Control","Hemiptera","Aphidoidea",2,3,2202,"intercept_trap",131760.231971219
"160","Chriesbach","Control","Hemiptera","Aphidoidea",3,3,2202,"intercept_trap",131760.231971219
"161","Chriesbach","Control","Hemiptera","Aphidoidea",3,3,2202,"intercept_trap",131760.231971219
"162","Chriesbach","Control","Hemiptera","Aphidoidea",3,3,2202,"intercept_trap",131760.231971219
"163","Chriesbach","Control","Hymenoptera",NA,1,3,2202,"intercept_trap",131760.231971219
"164","Chriesbach","Control","Hymenoptera",NA,1,3,2202,"intercept_trap",131760.231971219
"165","Chriesbach","Control","Hymenoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"166","Chriesbach","Control","Hymenoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"167","Chriesbach","Control","Hymenoptera",NA,4,3,2202,"intercept_trap",131760.231971219
"168","Chriesbach","Control","Hymenoptera",NA,4,3,2202,"intercept_trap",131760.231971219
"169","Chriesbach","Control","Hymenoptera",NA,4,3,2202,"intercept_trap",131760.231971219
"170","Chriesbach","Control","Hymenoptera",NA,7,3,2202,"intercept_trap",131760.231971219
"171","Chriesbach","Control","Hymenoptera",NA,13,3,2202,"intercept_trap",131760.231971219
"172","Chriesbach","Control","Lepidoptera",NA,8,3,2202,"intercept_trap",131760.231971219
"173","Chriesbach","Control","Lepidoptera",NA,8,3,2202,"intercept_trap",131760.231971219
"174","Chriesbach","Control","Lepidoptera",NA,18,3,2202,"intercept_trap",131760.231971219
"175","Chriesbach","Control","Mecoptera","Panorpidae",11,3,2202,"intercept_trap",131760.231971219
"176","Chriesbach","Control","Neuroptera",NA,8,3,2202,"intercept_trap",131760.231971219
"177","Chriesbach","Control","Psocoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"178","Chriesbach","Control","Psocoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"179","Chriesbach","Control","Psocoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"180","Chriesbach","Control","Psocoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"181","Chriesbach","Control","Psocoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"182","Chriesbach","Control","Psocoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"183","Chriesbach","Control","Thysanoptera",NA,1,3,2202,"intercept_trap",131760.231971219
"184","Chriesbach","Control","Trichoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"185","Chriesbach","Control","Trichoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"186","Chriesbach","Pool","Araneae",NA,1,3,2202,"intercept_trap",131760.231971219
"187","Chriesbach","Pool","Araneae",NA,1,3,2202,"intercept_trap",131760.231971219
"188","Chriesbach","Pool","Araneae",NA,1,3,2202,"intercept_trap",131760.231971219
"189","Chriesbach","Pool","Araneae",NA,2,3,2202,"intercept_trap",131760.231971219
"190","Chriesbach","Pool","Araneae",NA,4,3,2202,"intercept_trap",131760.231971219
"191","Chriesbach","Pool","Araneae",NA,7,3,2202,"intercept_trap",131760.231971219
"192","Chriesbach","Pool","Araneae",NA,8,3,2202,"intercept_trap",131760.231971219
"193","Chriesbach","Pool","Opiliones",NA,2,3,2202,"intercept_trap",131760.231971219
"194","Chriesbach","Pool","Coleoptera","Carabidae",5,3,2202,"intercept_trap",131760.231971219
"195","Chriesbach","Pool","Coleoptera","Carabidae",5,3,2202,"intercept_trap",131760.231971219
"196","Chriesbach","Pool","Coleoptera","Carabidae",6,3,2202,"intercept_trap",131760.231971219
"197","Chriesbach","Pool","Coleoptera","Carabidae",6,3,2202,"intercept_trap",131760.231971219
"198","Chriesbach","Pool","Coleoptera","Carabidae",6,3,2202,"intercept_trap",131760.231971219
"199","Chriesbach","Pool","Coleoptera","Haliplidae",3,3,2202,"intercept_trap",131760.231971219
"200","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"201","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"202","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"203","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"204","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"205","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"206","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"207","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"208","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"209","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"210","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"211","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"212","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"213","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"214","Chriesbach","Pool","Coleoptera","Curculionidae",2,3,2202,"intercept_trap",131760.231971219
"215","Chriesbach","Pool","Coleoptera","Elmidae",5,3,2202,"intercept_trap",131760.231971219
"216","Chriesbach","Pool","Coleoptera","Staphylinidae",1,3,2202,"intercept_trap",131760.231971219
"217","Chriesbach","Pool","Coleoptera","Staphylinidae",2,3,2202,"intercept_trap",131760.231971219
"218","Chriesbach","Pool","Coleoptera","Staphylinidae",2,3,2202,"intercept_trap",131760.231971219
"219","Chriesbach","Pool","Coleoptera","Staphylinidae",2,3,2202,"intercept_trap",131760.231971219
"220","Chriesbach","Pool","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"221","Chriesbach","Pool","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"222","Chriesbach","Pool","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"223","Chriesbach","Pool","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"224","Chriesbach","Pool","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"225","Chriesbach","Pool","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"226","Chriesbach","Pool","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"227","Chriesbach","Pool","Coleoptera","Staphylinidae",3,3,2202,"intercept_trap",131760.231971219
"228","Chriesbach","Pool","Coleoptera","Staphylinidae",4,3,2202,"intercept_trap",131760.231971219
"229","Chriesbach","Pool","Coleoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"230","Chriesbach","Pool","Coleoptera",NA,2,3,2202,"intercept_trap",131760.231971219
"231","Chriesbach","Pool","Coleoptera",NA,3,3,2202,"intercept_trap",131760.231971219
"232","Chriesbach","Pool","Coleoptera",NA,3,3,2202,"intercept_trap",131760.231971219
"233","Chriesbach","Pool","Dermaptera",NA,12,3,2202,"intercept_trap",131760.231971219
"234","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"235","Chriesbach","Pool","Diptera",NA,3,3,2202,"intercept_trap",131760.231971219
"236","Chriesbach","Pool","Diptera",NA,4,3,2202,"intercept_trap",131760.231971219
"237","Chriesbach","Pool","Diptera",NA,4,3,2202,"intercept_trap",131760.231971219
"238","Chriesbach","Pool","Diptera",NA,4,3,2202,"intercept_trap",131760.231971219
"239","Chriesbach","Pool","Diptera",NA,4,3,2202,"intercept_trap",131760.231971219
"240","Chriesbach","Pool","Diptera",NA,5,3,2202,"intercept_trap",131760.231971219
"241","Chriesbach","Pool","Diptera",NA,5,3,2202,"intercept_trap",131760.231971219
"242","Chriesbach","Pool","Diptera",NA,5,3,2202,"intercept_trap",131760.231971219
"243","Chriesbach","Pool","Diptera",NA,5,3,2202,"intercept_trap",131760.231971219
"244","Chriesbach","Pool","Diptera",NA,6,3,2202,"intercept_trap",131760.231971219
"245","Chriesbach","Pool","Diptera",NA,6,3,2202,"intercept_trap",131760.231971219
"246","Chriesbach","Pool","Diptera",NA,7,3,2202,"intercept_trap",131760.231971219
"247","Chriesbach","Pool","Diptera",NA,7,3,2202,"intercept_trap",131760.231971219
"248","Chriesbach","Pool","Diptera",NA,7,3,2202,"intercept_trap",131760.231971219
"249","Chriesbach","Pool","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"250","Chriesbach","Pool","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"251","Chriesbach","Pool","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"252","Chriesbach","Pool","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"253","Chriesbach","Pool","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"254","Chriesbach","Pool","Diptera",NA,8,3,2202,"intercept_trap",131760.231971219
"255","Chriesbach","Pool","Diptera",NA,9,3,2202,"intercept_trap",131760.231971219
"256","Chriesbach","Pool","Diptera",NA,9,3,2202,"intercept_trap",131760.231971219
"257","Chriesbach","Pool","Diptera",NA,10,3,2202,"intercept_trap",131760.231971219
"258","Chriesbach","Pool","Diptera",NA,10,3,2202,"intercept_trap",131760.231971219
"259","Chriesbach","Pool","Diptera",NA,10,3,2202,"intercept_trap",131760.231971219
"260","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"261","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"262","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"263","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"264","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"265","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"266","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"267","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"268","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"269","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"270","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"271","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"272","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"273","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"274","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"275","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"276","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"277","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"278","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"279","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"280","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"281","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"282","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"283","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"284","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"285","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"286","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"287","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"288","Chriesbach","Pool","Diptera",NA,1,3,2202,"intercept_trap",131760.231971219
"289","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"290","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"291","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"292","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"293","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"294","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"295","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"296","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"297","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"298","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"299","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"300","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"301","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"302","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
"303","Chriesbach","Pool","Diptera",NA,2,3,2202,"intercept_trap",131760.231971219
