"","site","location","order","family","length","dry_weight","ecomorphology","area_pool","human_influence","method","type"
"28","Tegel","Control","Ephemeroptera","Baetidae",2,0.0522288528220242,2,728,191108.434590873,"kick_net","aquatic"
"29","Tegel","Control","Ephemeroptera","Baetidae",2,0.0522288528220242,2,728,191108.434590873,"kick_net","aquatic"
"30","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"31","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"32","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"33","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"34","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"35","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"36","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"37","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"38","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"39","Tegel","Control","Ephemeroptera","Baetidae",3,0.163901756698852,2,728,191108.434590873,"kick_net","aquatic"
"40","Tegel","Control","Ephemeroptera","Baetidae",4,0.368959584169999,2,728,191108.434590873,"kick_net","aquatic"
"41","Tegel","Control","Ephemeroptera","Baetidae",4,0.368959584169999,2,728,191108.434590873,"kick_net","aquatic"
"42","Tegel","Control","Ephemeroptera","Baetidae",4,0.368959584169999,2,728,191108.434590873,"kick_net","aquatic"
"43","Tegel","Control","Ephemeroptera","Baetidae",4,0.368959584169999,2,728,191108.434590873,"kick_net","aquatic"
"44","Tegel","Control","Ephemeroptera","Baetidae",4,0.368959584169999,2,728,191108.434590873,"kick_net","aquatic"
"45","Tegel","Control","Ephemeroptera","Baetidae",5,0.692337314846181,2,728,191108.434590873,"kick_net","aquatic"
"46","Tegel","Control","Ephemeroptera","Baetidae",5,0.692337314846181,2,728,191108.434590873,"kick_net","aquatic"
"47","Tegel","Control","Ephemeroptera","Baetidae",5,0.692337314846181,2,728,191108.434590873,"kick_net","aquatic"
"48","Tegel","Control","Ephemeroptera","Baetidae",5,0.692337314846181,2,728,191108.434590873,"kick_net","aquatic"
"49","Tegel","Control","Ephemeroptera","Baetidae",5,0.692337314846181,2,728,191108.434590873,"kick_net","aquatic"
"50","Tegel","Control","Ephemeroptera","Baetidae",6,1.15784898057037,2,728,191108.434590873,"kick_net","aquatic"
"51","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"52","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"53","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"54","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"55","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"56","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"57","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"58","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"59","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"60","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"61","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"62","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"63","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"64","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"65","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"66","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"67","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"68","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"69","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"70","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"71","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"72","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"73","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"74","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"75","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"76","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"77","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"78","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"79","Tegel","Control","Diptera","Simuliidae",6,1.14675526597859,2,728,191108.434590873,"kick_net","aquatic"
"80","Tegel","Control","Diptera","Simuliidae",7,1.76829383632001,2,728,191108.434590873,"kick_net","aquatic"
"81","Tegel","Control","Diptera","Simuliidae",7,1.76829383632001,2,728,191108.434590873,"kick_net","aquatic"
"82","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"83","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"84","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"85","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"86","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"87","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"88","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"89","Tegel","Control","Diptera","Simuliidae",2,0.052362721061103,2,728,191108.434590873,"kick_net","aquatic"
"90","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"91","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"92","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"93","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"94","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"95","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"96","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"97","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"98","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"99","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"100","Tegel","Control","Diptera","Simuliidae",3,0.163584397376611,2,728,191108.434590873,"kick_net","aquatic"
"101","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"102","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"103","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"104","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"105","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"106","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"107","Tegel","Control","Diptera","Simuliidae",4,0.367071842307458,2,728,191108.434590873,"kick_net","aquatic"
"108","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"109","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"110","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"111","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"112","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"113","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"114","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"115","Tegel","Control","Diptera","Simuliidae",5,0.687092097684022,2,728,191108.434590873,"kick_net","aquatic"
"116","Tegel","Control","Diptera","Simuliidae",6,1.14675526597859,2,728,191108.434590873,"kick_net","aquatic"
"117","Tegel","Control","Diptera","Simuliidae",7,1.76829383632001,2,728,191108.434590873,"kick_net","aquatic"
"118","Tegel","Control","Diptera","Simuliidae",7,1.76829383632001,2,728,191108.434590873,"kick_net","aquatic"
"119","Tegel","Control","Diptera","Chironomidae",2,0.018965187486616,2,728,191108.434590873,"kick_net","aquatic"
"120","Tegel","Control","Diptera","Chironomidae",2,0.018965187486616,2,728,191108.434590873,"kick_net","aquatic"
"121","Tegel","Control","Diptera","Chironomidae",2,0.018965187486616,2,728,191108.434590873,"kick_net","aquatic"
"122","Tegel","Control","Diptera","Chironomidae",2,0.018965187486616,2,728,191108.434590873,"kick_net","aquatic"
"123","Tegel","Control","Diptera","Chironomidae",2,0.018965187486616,2,728,191108.434590873,"kick_net","aquatic"
"124","Tegel","Control","Diptera","Chironomidae",2,0.018965187486616,2,728,191108.434590873,"kick_net","aquatic"
"125","Tegel","Control","Diptera","Chironomidae",2,0.018965187486616,2,728,191108.434590873,"kick_net","aquatic"
"126","Tegel","Control","Diptera","Chironomidae",2,0.018965187486616,2,728,191108.434590873,"kick_net","aquatic"
"127","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"128","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"129","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"130","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"131","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"132","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"133","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"134","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"135","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"136","Tegel","Control","Diptera","Chironomidae",3,0.0559073959813759,2,728,191108.434590873,"kick_net","aquatic"
"137","Tegel","Control","Diptera","Chironomidae",4,0.120390832571914,2,728,191108.434590873,"kick_net","aquatic"
"138","Tegel","Control","Diptera","Chironomidae",4,0.120390832571914,2,728,191108.434590873,"kick_net","aquatic"
"139","Tegel","Control","Diptera","Chironomidae",5,0.218265244137234,2,728,191108.434590873,"kick_net","aquatic"
"140","Tegel","Control","Diptera","Chironomidae",5,0.218265244137234,2,728,191108.434590873,"kick_net","aquatic"
"141","Tegel","Control","Diptera","Chironomidae",5,0.218265244137234,2,728,191108.434590873,"kick_net","aquatic"
"142","Tegel","Control","Diptera","Chironomidae",5,0.218265244137234,2,728,191108.434590873,"kick_net","aquatic"
"143","Tegel","Control","Amphipoda","Gammaridae",1,0.00845,2,728,191108.434590873,"kick_net","aquatic"
"144","Tegel","Control","Amphipoda","Gammaridae",3,0.197894293315652,2,728,191108.434590873,"kick_net","aquatic"
"145","Tegel","Control","Amphipoda","Gammaridae",3,0.197894293315652,2,728,191108.434590873,"kick_net","aquatic"
"146","Tegel","Control","Amphipoda","Gammaridae",3,0.197894293315652,2,728,191108.434590873,"kick_net","aquatic"
"147","Tegel","Control","Amphipoda","Gammaridae",3,0.197894293315652,2,728,191108.434590873,"kick_net","aquatic"
"148","Tegel","Control","Amphipoda","Gammaridae",3,0.197894293315652,2,728,191108.434590873,"kick_net","aquatic"
"149","Tegel","Control","Amphipoda","Gammaridae",4,0.451928691384938,2,728,191108.434590873,"kick_net","aquatic"
"150","Tegel","Control","Amphipoda","Gammaridae",4,0.451928691384938,2,728,191108.434590873,"kick_net","aquatic"
"151","Tegel","Control","Amphipoda","Gammaridae",4,0.451928691384938,2,728,191108.434590873,"kick_net","aquatic"
"152","Tegel","Control","Amphipoda","Gammaridae",4,0.451928691384938,2,728,191108.434590873,"kick_net","aquatic"
"153","Tegel","Control","Amphipoda","Gammaridae",4,0.451928691384938,2,728,191108.434590873,"kick_net","aquatic"
"154","Tegel","Control","Diptera","Psychodidae",2,0.0289276689985536,2,728,191108.434590873,"kick_net","aquatic"
"155","Tegel","Control","Diptera","Psychodidae",3,0.0853412889088631,2,728,191108.434590873,"kick_net","aquatic"
"156","Tegel","Control","Diptera","Psychodidae",3,0.0853412889088631,2,728,191108.434590873,"kick_net","aquatic"
"157","Tegel","Control","Diptera","Psychodidae",3,0.0853412889088631,2,728,191108.434590873,"kick_net","aquatic"
"158","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"159","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"160","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"161","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"162","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"163","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"164","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"165","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"166","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"167","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"168","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"169","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"170","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"171","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"172","Tegel","Control","Arachnida","Hydracarina",1,0.035,2,728,191108.434590873,"kick_net","aquatic"
"173","Tegel","Control","Oligochaeta",NA,2,-2.06125026616206,2,728,191108.434590873,"kick_net","aquatic"
"174","Tegel","Control","Oligochaeta",NA,2,-2.06125026616206,2,728,191108.434590873,"kick_net","aquatic"
"175","Tegel","Control","Oligochaeta",NA,5,-23.3072940622724,2,728,191108.434590873,"kick_net","aquatic"
"176","Tegel","Control","Oligochaeta",NA,5,-23.3072940622724,2,728,191108.434590873,"kick_net","aquatic"
"177","Tegel","Control","Oligochaeta",NA,7,-56.7934015071117,2,728,191108.434590873,"kick_net","aquatic"
"178","Tegel","Control","Oligochaeta",NA,9,-110.460527063449,2,728,191108.434590873,"kick_net","aquatic"
"179","Tegel","Control","Oligochaeta",NA,10,-145.99190990423,2,728,191108.434590873,"kick_net","aquatic"
"180","Tegel","Control","Oligochaeta",NA,11,-187.886975963176,2,728,191108.434590873,"kick_net","aquatic"
"181","Tegel","Control","Oligochaeta",NA,11,-187.886975963176,2,728,191108.434590873,"kick_net","aquatic"
"182","Tegel","Control","Oligochaeta",NA,24,-1481.70332127144,2,728,191108.434590873,"kick_net","aquatic"
"183","Tegel","Control","Gastropoda","Hydrobiidae",1,0.182,2,728,191108.434590873,"kick_net","aquatic"
"184","Tegel","Control","Gastropoda","Hydrobiidae",1,0.182,2,728,191108.434590873,"kick_net","aquatic"
"185","Tegel","Control","Gastropoda","Hydrobiidae",1,0.182,2,728,191108.434590873,"kick_net","aquatic"
"186","Tegel","Control","Gastropoda","Hydrobiidae",1,0.182,2,728,191108.434590873,"kick_net","aquatic"
"187","Tegel","Control","Gastropoda","Hydrobiidae",2,1.28521556259919,2,728,191108.434590873,"kick_net","aquatic"
"188","Tegel","Control","Gastropoda","Hydrobiidae",2,1.28521556259919,2,728,191108.434590873,"kick_net","aquatic"
"189","Tegel","Control","Gastropoda","Hydrobiidae",2,1.28521556259919,2,728,191108.434590873,"kick_net","aquatic"
"190","Tegel","Control","Gastropoda","Hydrobiidae",2,1.28521556259919,2,728,191108.434590873,"kick_net","aquatic"
"191","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"192","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"193","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"194","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"195","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"196","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"197","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"198","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"199","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"200","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"201","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"202","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"203","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"204","Tegel","Control","Gastropoda","Hydrobiidae",3,4.03230455398401,2,728,191108.434590873,"kick_net","aquatic"
"205","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"206","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"207","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"208","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"209","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"210","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"211","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"212","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"213","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"214","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"215","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"216","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"217","Tegel","Control","Gastropoda","Hydrobiidae",4,9.0757090238855,2,728,191108.434590873,"kick_net","aquatic"
"218","Tegel","Control","Gastropoda","Hydrobiidae",5,17.0281238483793,2,728,191108.434590873,"kick_net","aquatic"
"219","Tegel","Control","Gastropoda","Hydrobiidae",5,17.0281238483793,2,728,191108.434590873,"kick_net","aquatic"
"220","Tegel","Control","Gastropoda","Hydrobiidae",5,17.0281238483793,2,728,191108.434590873,"kick_net","aquatic"
"221","Tegel","Control","Gastropoda","Hydrobiidae",5,17.0281238483793,2,728,191108.434590873,"kick_net","aquatic"
"222","Tegel","Control","Gastropoda","Hydrobiidae",5,17.0281238483793,2,728,191108.434590873,"kick_net","aquatic"
"223","Tegel","Control","Gastropoda","Hydrobiidae",5,17.0281238483793,2,728,191108.434590873,"kick_net","aquatic"
"224","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"225","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"226","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"227","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"228","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"229","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"230","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"231","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"232","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"233","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"234","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"235","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"236","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"237","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"238","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"239","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"240","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"241","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
"242","Tegel","Control","Coleoptera","Elmidae",2,0.104142611610457,2,728,191108.434590873,"kick_net","aquatic"
