"","X","site","location","order","family","length","ecomorphology","area_pool","human_influence","method","a","b","formula_type","dw","human_influence_z","counts","xmin","xmax"
"17",18,"Tegel","Control","Ephemeroptera","Ephemerellidae",6,"2",728,191108.434590873,"kick_net",0.01,2.676,1,1.20873958772828,1.53020005388967,1,0.129786813413124,17.0281238483793
"18",39,"Tegel","Control","Ephemeroptera","Baetidae",4,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.269086852881189,1.53020005388967,1,0.129786813413124,17.0281238483793
"19",40,"Tegel","Control","Ephemeroptera","Baetidae",4,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.269086852881189,1.53020005388967,1,0.129786813413124,17.0281238483793
"20",41,"Tegel","Control","Ephemeroptera","Baetidae",4,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.269086852881189,1.53020005388967,1,0.129786813413124,17.0281238483793
"21",42,"Tegel","Control","Ephemeroptera","Baetidae",4,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.269086852881189,1.53020005388967,1,0.129786813413124,17.0281238483793
"22",43,"Tegel","Control","Ephemeroptera","Baetidae",4,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.269086852881189,1.53020005388967,1,0.129786813413124,17.0281238483793
"23",44,"Tegel","Control","Ephemeroptera","Baetidae",5,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.511103396223714,1.53020005388967,1,0.129786813413124,17.0281238483793
"24",45,"Tegel","Control","Ephemeroptera","Baetidae",5,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.511103396223714,1.53020005388967,1,0.129786813413124,17.0281238483793
"25",46,"Tegel","Control","Ephemeroptera","Baetidae",5,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.511103396223714,1.53020005388967,1,0.129786813413124,17.0281238483793
"26",47,"Tegel","Control","Ephemeroptera","Baetidae",5,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.511103396223714,1.53020005388967,1,0.129786813413124,17.0281238483793
"27",48,"Tegel","Control","Ephemeroptera","Baetidae",5,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.511103396223714,1.53020005388967,1,0.129786813413124,17.0281238483793
"28",49,"Tegel","Control","Ephemeroptera","Baetidae",6,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.863286300593756,1.53020005388967,1,0.129786813413124,17.0281238483793
"29",63,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"30",64,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"31",65,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"32",66,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"33",67,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"34",68,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"35",69,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"36",70,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"37",71,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"38",72,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"39",73,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"40",74,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"41",75,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"42",76,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"43",77,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"44",78,"Tegel","Control","Diptera","Simuliidae",6,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.439810161615349,1.53020005388967,1,0.129786813413124,17.0281238483793
"45",79,"Tegel","Control","Diptera","Simuliidae",7,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.699479669405531,1.53020005388967,1,0.129786813413124,17.0281238483793
"46",80,"Tegel","Control","Diptera","Simuliidae",7,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.699479669405531,1.53020005388967,1,0.129786813413124,17.0281238483793
"47",100,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"48",101,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"49",102,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"50",103,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"51",104,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"52",105,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"53",106,"Tegel","Control","Diptera","Simuliidae",4,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.129786813413124,1.53020005388967,1,0.129786813413124,17.0281238483793
"54",107,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"55",108,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"56",109,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"57",110,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"58",111,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"59",112,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"60",113,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"61",114,"Tegel","Control","Diptera","Simuliidae",5,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.254056147816831,1.53020005388967,1,0.129786813413124,17.0281238483793
"62",115,"Tegel","Control","Diptera","Simuliidae",6,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.439810161615349,1.53020005388967,1,0.129786813413124,17.0281238483793
"63",116,"Tegel","Control","Diptera","Simuliidae",7,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.699479669405531,1.53020005388967,1,0.129786813413124,17.0281238483793
"64",117,"Tegel","Control","Diptera","Simuliidae",7,"2",728,191108.434590873,"kick_net",0.002,3.01,1,0.699479669405531,1.53020005388967,1,0.129786813413124,17.0281238483793
"65",138,"Tegel","Control","Diptera","Chironomidae",5,"2",728,191108.434590873,"kick_net",0.002,2.62,1,0.135622394240555,1.53020005388967,1,0.129786813413124,17.0281238483793
"66",139,"Tegel","Control","Diptera","Chironomidae",5,"2",728,191108.434590873,"kick_net",0.002,2.62,1,0.135622394240555,1.53020005388967,1,0.129786813413124,17.0281238483793
"67",140,"Tegel","Control","Diptera","Chironomidae",5,"2",728,191108.434590873,"kick_net",0.002,2.62,1,0.135622394240555,1.53020005388967,1,0.129786813413124,17.0281238483793
"68",141,"Tegel","Control","Diptera","Chironomidae",5,"2",728,191108.434590873,"kick_net",0.002,2.62,1,0.135622394240555,1.53020005388967,1,0.129786813413124,17.0281238483793
"69",143,"Tegel","Control","Amphipoda","Gammaridae",3,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.197894293315652,1.53020005388967,1,0.129786813413124,17.0281238483793
"70",144,"Tegel","Control","Amphipoda","Gammaridae",3,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.197894293315652,1.53020005388967,1,0.129786813413124,17.0281238483793
"71",145,"Tegel","Control","Amphipoda","Gammaridae",3,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.197894293315652,1.53020005388967,1,0.129786813413124,17.0281238483793
"72",146,"Tegel","Control","Amphipoda","Gammaridae",3,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.197894293315652,1.53020005388967,1,0.129786813413124,17.0281238483793
"73",147,"Tegel","Control","Amphipoda","Gammaridae",3,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.197894293315652,1.53020005388967,1,0.129786813413124,17.0281238483793
"74",148,"Tegel","Control","Amphipoda","Gammaridae",4,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.451928691384938,1.53020005388967,1,0.129786813413124,17.0281238483793
"75",149,"Tegel","Control","Amphipoda","Gammaridae",4,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.451928691384938,1.53020005388967,1,0.129786813413124,17.0281238483793
"76",150,"Tegel","Control","Amphipoda","Gammaridae",4,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.451928691384938,1.53020005388967,1,0.129786813413124,17.0281238483793
"77",151,"Tegel","Control","Amphipoda","Gammaridae",4,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.451928691384938,1.53020005388967,1,0.129786813413124,17.0281238483793
"78",152,"Tegel","Control","Amphipoda","Gammaridae",4,"2",728,191108.434590873,"kick_net",0.00845,2.8705,1,0.451928691384938,1.53020005388967,1,0.129786813413124,17.0281238483793
"79",153,"Tegel","Control","Gastropoda","Hydrobiidae",1,"2",728,191108.434590873,"kick_net",0.182,2.82,1,0.182,1.53020005388967,1,0.129786813413124,17.0281238483793
"80",154,"Tegel","Control","Gastropoda","Hydrobiidae",1,"2",728,191108.434590873,"kick_net",0.182,2.82,1,0.182,1.53020005388967,1,0.129786813413124,17.0281238483793
"81",155,"Tegel","Control","Gastropoda","Hydrobiidae",1,"2",728,191108.434590873,"kick_net",0.182,2.82,1,0.182,1.53020005388967,1,0.129786813413124,17.0281238483793
"82",156,"Tegel","Control","Gastropoda","Hydrobiidae",1,"2",728,191108.434590873,"kick_net",0.182,2.82,1,0.182,1.53020005388967,1,0.129786813413124,17.0281238483793
"83",157,"Tegel","Control","Gastropoda","Hydrobiidae",2,"2",728,191108.434590873,"kick_net",0.182,2.82,1,1.28521556259919,1.53020005388967,1,0.129786813413124,17.0281238483793
"84",158,"Tegel","Control","Gastropoda","Hydrobiidae",2,"2",728,191108.434590873,"kick_net",0.182,2.82,1,1.28521556259919,1.53020005388967,1,0.129786813413124,17.0281238483793
"85",159,"Tegel","Control","Gastropoda","Hydrobiidae",2,"2",728,191108.434590873,"kick_net",0.182,2.82,1,1.28521556259919,1.53020005388967,1,0.129786813413124,17.0281238483793
"86",160,"Tegel","Control","Gastropoda","Hydrobiidae",2,"2",728,191108.434590873,"kick_net",0.182,2.82,1,1.28521556259919,1.53020005388967,1,0.129786813413124,17.0281238483793
"87",161,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"88",162,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"89",163,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"90",164,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"91",165,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"92",166,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"93",167,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"94",168,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"95",169,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"96",170,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"97",171,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"98",172,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"99",173,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"100",174,"Tegel","Control","Gastropoda","Hydrobiidae",3,"2",728,191108.434590873,"kick_net",0.182,2.82,1,4.03230455398401,1.53020005388967,1,0.129786813413124,17.0281238483793
"101",175,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"102",176,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"103",177,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"104",178,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"105",179,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"106",180,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"107",181,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"108",182,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"109",183,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"110",184,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"111",185,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"112",186,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"113",187,"Tegel","Control","Gastropoda","Hydrobiidae",4,"2",728,191108.434590873,"kick_net",0.182,2.82,1,9.0757090238855,1.53020005388967,1,0.129786813413124,17.0281238483793
"114",188,"Tegel","Control","Gastropoda","Hydrobiidae",5,"2",728,191108.434590873,"kick_net",0.182,2.82,1,17.0281238483793,1.53020005388967,1,0.129786813413124,17.0281238483793
"115",189,"Tegel","Control","Gastropoda","Hydrobiidae",5,"2",728,191108.434590873,"kick_net",0.182,2.82,1,17.0281238483793,1.53020005388967,1,0.129786813413124,17.0281238483793
"116",190,"Tegel","Control","Gastropoda","Hydrobiidae",5,"2",728,191108.434590873,"kick_net",0.182,2.82,1,17.0281238483793,1.53020005388967,1,0.129786813413124,17.0281238483793
"117",191,"Tegel","Control","Gastropoda","Hydrobiidae",5,"2",728,191108.434590873,"kick_net",0.182,2.82,1,17.0281238483793,1.53020005388967,1,0.129786813413124,17.0281238483793
"118",192,"Tegel","Control","Gastropoda","Hydrobiidae",5,"2",728,191108.434590873,"kick_net",0.182,2.82,1,17.0281238483793,1.53020005388967,1,0.129786813413124,17.0281238483793
"119",193,"Tegel","Control","Gastropoda","Hydrobiidae",5,"2",728,191108.434590873,"kick_net",0.182,2.82,1,17.0281238483793,1.53020005388967,1,0.129786813413124,17.0281238483793
"120",291,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"121",292,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"122",293,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"123",294,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"124",295,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"125",296,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"126",297,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"127",298,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"128",299,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"129",300,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"130",301,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"131",302,"Tegel","Control","Coleoptera","Elmidae",3,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.165656031703537,1.53020005388967,1,0.129786813413124,17.0281238483793
"132",303,"Tegel","Control","Coleoptera","Elmidae",4,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.379341899938412,1.53020005388967,1,0.129786813413124,17.0281238483793
"133",304,"Tegel","Control","Coleoptera","Elmidae",4,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.379341899938412,1.53020005388967,1,0.129786813413124,17.0281238483793
"134",305,"Tegel","Control","Coleoptera","Elmidae",4,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.379341899938412,1.53020005388967,1,0.129786813413124,17.0281238483793
"135",306,"Tegel","Control","Coleoptera","Elmidae",4,"2",728,191108.434590873,"kick_net",0.007,2.88,1,0.379341899938412,1.53020005388967,1,0.129786813413124,17.0281238483793
"136",307,"Tegel","Inflow","Ephemeroptera","Ephemeridae",7,"2",728,191108.434590873,"kick_net",0.003,2.764,1,0.650088131522956,1.53020005388967,1,0.135622394240555,17.0281238483793
"137",308,"Tegel","Inflow","Ephemeroptera","Ephemeridae",11,"2",728,191108.434590873,"kick_net",0.003,2.764,1,2.26741302194076,1.53020005388967,1,0.135622394240555,17.0281238483793
"138",309,"Tegel","Inflow","Ephemeroptera","Ephemeridae",12,"2",728,191108.434590873,"kick_net",0.003,2.764,1,2.88388686369891,1.53020005388967,1,0.135622394240555,17.0281238483793
"139",310,"Tegel","Inflow","Ephemeroptera","Ephemeridae",17,"2",728,191108.434590873,"kick_net",0.003,2.764,1,7.55234939240654,1.53020005388967,1,0.135622394240555,17.0281238483793
"140",311,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",4,"2",728,191108.434590873,"kick_net",0.01,2.676,1,0.408425206025265,1.53020005388967,1,0.135622394240555,17.0281238483793
"141",312,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",5,"2",728,191108.434590873,"kick_net",0.01,2.676,1,0.742068047117268,1.53020005388967,1,0.135622394240555,17.0281238483793
"142",313,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",6,"2",728,191108.434590873,"kick_net",0.01,2.676,1,1.20873958772828,1.53020005388967,1,0.135622394240555,17.0281238483793
"143",314,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",6,"2",728,191108.434590873,"kick_net",0.01,2.676,1,1.20873958772828,1.53020005388967,1,0.135622394240555,17.0281238483793
"144",315,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",7,"2",728,191108.434590873,"kick_net",0.01,2.676,1,1.82592256228061,1.53020005388967,1,0.135622394240555,17.0281238483793
"145",316,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",7,"2",728,191108.434590873,"kick_net",0.01,2.676,1,1.82592256228061,1.53020005388967,1,0.135622394240555,17.0281238483793
"146",317,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",8,"2",728,191108.434590873,"kick_net",0.01,2.676,1,2.61017006847537,1.53020005388967,1,0.135622394240555,17.0281238483793
"147",322,"Tegel","Inflow","Ephemeroptera","Baetidae",4,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.269086852881189,1.53020005388967,1,0.135622394240555,17.0281238483793
"148",323,"Tegel","Inflow","Ephemeroptera","Baetidae",4,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.269086852881189,1.53020005388967,1,0.135622394240555,17.0281238483793
"149",324,"Tegel","Inflow","Ephemeroptera","Baetidae",4,"2",728,191108.434590873,"kick_net",0.005,2.875,1,0.269086852881189,1.53020005388967,1,0.135622394240555,17.0281238483793
