"","laufnummer","site","location_old","order","family","taxon_lowest","length","ecomorphology","area_pool","human_influence","location","method"
"175",97,"Tegel","Control","Oligochaeta",NA,"Oligochaeta",5,2,728,191108.434590873,"Control","kick_net"
"176",97,"Tegel","Control","Oligochaeta",NA,"Oligochaeta",5,2,728,191108.434590873,"Control","kick_net"
"177",97,"Tegel","Control","Oligochaeta",NA,"Oligochaeta",7,2,728,191108.434590873,"Control","kick_net"
"178",97,"Tegel","Control","Oligochaeta",NA,"Oligochaeta",9,2,728,191108.434590873,"Control","kick_net"
"179",97,"Tegel","Control","Oligochaeta",NA,"Oligochaeta",10,2,728,191108.434590873,"Control","kick_net"
"180",97,"Tegel","Control","Oligochaeta",NA,"Oligochaeta",11,2,728,191108.434590873,"Control","kick_net"
"181",97,"Tegel","Control","Oligochaeta",NA,"Oligochaeta",11,2,728,191108.434590873,"Control","kick_net"
"182",97,"Tegel","Control","Oligochaeta",NA,"Oligochaeta",24,2,728,191108.434590873,"Control","kick_net"
"183",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",1,2,728,191108.434590873,"Control","kick_net"
"184",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",1,2,728,191108.434590873,"Control","kick_net"
"185",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",1,2,728,191108.434590873,"Control","kick_net"
"186",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",1,2,728,191108.434590873,"Control","kick_net"
"187",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",2,2,728,191108.434590873,"Control","kick_net"
"188",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",2,2,728,191108.434590873,"Control","kick_net"
"189",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",2,2,728,191108.434590873,"Control","kick_net"
"190",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",2,2,728,191108.434590873,"Control","kick_net"
"191",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"192",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"193",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"194",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"195",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"196",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"197",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"198",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"199",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"200",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"201",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"202",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"203",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"204",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",3,2,728,191108.434590873,"Control","kick_net"
"205",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"206",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"207",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"208",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"209",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"210",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"211",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"212",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"213",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"214",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"215",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"216",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"217",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",4,2,728,191108.434590873,"Control","kick_net"
"218",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"Control","kick_net"
"219",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"Control","kick_net"
"220",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"Control","kick_net"
"221",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"Control","kick_net"
"222",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"Control","kick_net"
"223",97,"Tegel","Control","Gastropoda","Hydrobiidae","Hydrobiidae",5,2,728,191108.434590873,"Control","kick_net"
"224",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"225",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"226",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"227",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"228",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"229",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"230",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"231",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"232",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"233",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"234",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"235",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"236",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"237",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"238",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"239",97,"Tegel","Control","Coleoptera","Elmidae","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
